geoid,st,cnty,state,county,All Renter Households,All Cost-Burdened Renter Households,% All Renter Households Cost-Burdened,All Severely Cost-Burdened Renter Households,% All Renter Households Severely Cost-Burdened,ELI Renter Households,ELI Cost-Burdened Renter Households,% ELI Renter Households Cost-Burdened,ELI Severely Cost-Burdened Renter Households,% ELI Renter Households Severely Cost-Burdened,VLI Renter Households,VLI Cost-Burdened Renter Households,% VLI Renter Households Cost-Burdened,VLI Severely Cost-Burdened Renter Households,% VLI Renter Households Severely Cost-Burdened,LI Renter Households,LI Cost-Burdened Renter Households,% LI Renter Households Cost-Burdened,LI Severely Cost-Burdened Renter Households,% LI Renter Households Severely Cost-Burdened,NLI Renter Households,NLI Cost-Burdened Renter Households,% NLI Renter Households Cost-Burdened,NLI Severely Cost-Burdened Renter Households,% NLI Renter Households Severely Cost-Burdened,Renter Households At or Below 30% HAMFI (ELI),Units Affordable At or Below 30% HAMFI (ELI),Deficit or Surplus of Units Affordable At or Below 30% HAMFI (ELI),Affordable Units per 100 Households At or Below 30% HAMFI (ELI),Affordable and Available Units At or Below 30% HAMFI (ELI),Deficit or Surplus of Units Affordable and Available At or Below 30% HAMFI (ELI),Affordable and Available Units per 100 Households At or Below 30% HAMFI (ELI),Renter Households At or Below 50% HAMFI (VLI),Units Affordable At or Below 50% HAMFI (VLI),Deficit or Surplus of Units Affordable At or Below 50% HAMFI (VLI),Affordable Units per 100 Households At or Below 50% HAMFI (VLI),Affordable and Available Units At or Below 50% HAMFI (VLI),Deficit or Surplus of Units Affordable and Available At or Below 50% HAMFI (VLI),Affordable and Available Units per 100 Households At or Below 50% HAMFI (VLI),Renter Households At or Below 80% HAMFI (LI),Units Affordable to LI Renter Households,Deficit or Surplus of Units Affordable to LI Renter Households,Units Affordable to LI Renter Households per 100 LI Renter Households,Units Affordable and Available to LI Renter Households,Deficit or Surplus of Units Affordable and Available to LI Renter Households,Units Affordable and Available to LI Renter Households per 100 LI Renter Households,FMR_0BR,FMR_1BR,FMR_2BR,FMR_3BR,FMR_4BR,state_clean,2020 Weighted RS Means Index,Ratio of State Costs to National Avg. of State Avgs.
0500000US32009,32,9,Nevada,Esmeralda County,250,115,0.46,90,0.36,110,105,0.954545455,90,0.818181818,45,10,0.222222222,0,0.0,50,0,0.0,0,0.0,45,0,0.0,0,0.0,110,85,-25,0.772727273,10,-100,9.090909091,155,145,-10,93.5483871,55,-100,35.48387097,205,245,40,119.5121951,200,-5,97.56097561,,,,,,nevada,1.0,1.061
0500000US32011,32,11,Nevada,Eureka County,125,60,0.48,30,0.24,50,50,1.0,30,0.6,0,0,,0,,35,10,0.285714286,0,0.0,39,0,0.0,0,0.0,50,60,10,1.2,20,-30,40.0,50,105,55,210.0,50,0,100.0,85,120,35,141.1764706,90,5,105.8823529,,,,,,nevada,1.0,1.061
0500000US32013,32,13,Nevada,Humboldt County,2050,804,0.392195122,384,0.187317073,520,380,0.730769231,380,0.730769231,505,364,0.720792079,4,0.007920792,260,50,0.192307692,0,0.0,765,10,0.013071895,0,0.0,520,610,90,1.173076923,140,-380,26.92307692,1025,1520,495,148.2926829,835,-190,81.46341463,1285,2020,735,157.1984436,1285,0,100.0,,,,,,nevada,1.0,1.061
0500000US32015,32,15,Nevada,Lander County,530,209,0.394339623,134,0.252830189,175,134,0.765714286,134,0.765714286,195,75,0.384615385,0,0.0,40,0,0.0,0,0.0,125,0,0.0,0,0.0,175,320,145,1.828571429,200,25,114.2857143,370,645,275,174.3243243,495,125,133.7837838,410,659,249,160.7317073,539,129,131.4634146,,,,,,nevada,1.0,1.061
0500000US32017,32,17,Nevada,Lincoln County,470,195,0.414893617,100,0.212765957,125,120,0.96,100,0.8,35,25,0.714285714,0,0.0,100,50,0.5,0,0.0,205,0,0.0,0,0.0,125,95,-30,0.76,35,-90,28.0,160,340,180,212.5,105,-55,65.625,260,470,210,180.7692308,270,10,103.8461538,,,,,,nevada,1.0,1.061
0500000US32019,32,19,Nevada,Lyon County,5350,2310,0.431775701,1075,0.200934579,1085,855,0.788018433,670,0.617511521,755,515,0.682119205,170,0.225165563,1140,760,0.666666667,235,0.206140351,2375,180,0.075789474,0,0.0,1085,949,-136,0.874654378,549,-536,50.59907834,1840,2279,439,123.8586957,1269,-571,68.9673913,2980,4859,1879,163.0536913,2919,-61,97.95302013,,,,,,nevada,1.0,1.061
0500000US32021,32,21,Nevada,Mineral County,455,133,0.292307692,44,0.096703297,95,69,0.726315789,44,0.463157895,170,60,0.352941176,0,0.0,55,4,0.072727273,0,0.0,140,0,0.0,0,0.0,95,205,110,2.157894737,50,-45,52.63157895,265,385,120,145.2830189,240,-25,90.56603774,320,505,185,157.8125,359,39,112.1875,,,,,,nevada,1.0,1.061
0500000US32023,32,23,Nevada,Nye County,5870,2250,0.38330494,1250,0.212947189,1490,1015,0.681208054,835,0.560402685,1085,705,0.649769585,260,0.239631336,1450,475,0.327586207,100,0.068965517,1840,55,0.029891304,55,0.029891304,1490,965,-525,0.647651007,590,-900,39.59731544,2575,3200,625,124.2718447,1880,-695,73.00970874,4025,5380,1355,133.6645963,3835,-190,95.27950311,,,,,,nevada,1.0,1.061
0500000US32027,32,27,Nevada,Pershing County,555,109,0.196396396,49,0.088288288,100,74,0.74,49,0.49,135,20,0.148148148,0,0.0,110,0,0.0,0,0.0,210,15,0.071428571,0,0.0,100,215,115,2.15,45,-55,45.0,235,465,230,197.8723404,220,-15,93.61702128,345,545,200,157.9710145,340,-5,98.55072464,,,,,,nevada,1.0,1.061
0500000US32029,32,29,Nevada,Storey County,55,20,0.363636364,10,0.181818182,20,10,0.5,0,0.0,30,10,0.333333333,10,0.333333333,0,0,,0,,10,0,0.0,0,0.0,20,40,20,2.0,20,0,100.0,50,55,5,110.0,50,0,100.0,50,55,5,110.0,50,0,100.0,,,,,,nevada,1.0,1.061
0500000US32031,32,31,Nevada,Washoe County,78520,35515,0.452305145,16120,0.205298013,13860,12680,0.914862915,10655,0.768759019,12845,10605,0.825613079,4055,0.315687038,17575,8525,0.485064011,1165,0.06628734,34245,3705,0.108190977,245,0.007154329,13860,5980,-7880,0.431457431,3265,-10595,23.55699856,26705,21900,-4805,82.00711477,12310,-14395,46.09623666,44280,61085,16805,137.9516712,40110,-4170,90.58265583,,,,,,nevada,1.0,1.061
0500000US32033,32,33,Nevada,White Pine County,960,248,0.258333333,118,0.122916667,145,109,0.751724138,44,0.303448276,45,39,0.866666667,4,0.088888889,155,70,0.451612903,70,0.451612903,615,30,0.048780488,0,0.0,145,195,50,1.344827586,120,-25,82.75862069,190,540,350,284.2105263,235,45,123.6842105,345,915,570,265.2173913,304,-41,88.11594203,,,,,,nevada,1.0,1.061
0500000US32510,32,510,Nevada,Carson City,9320,3915,0.420064378,1850,0.198497854,1505,1315,0.873754153,1095,0.727574751,1580,1290,0.816455696,545,0.344936709,2380,1185,0.49789916,200,0.084033613,3855,125,0.032425422,10,0.002594034,1505,635,-870,0.42192691,285,-1220,18.93687708,3085,2385,-700,77.3095624,1480,-1605,47.97406807,5465,7885,2420,144.2817932,4855,-610,88.83806038,,,,,,nevada,1.0,1.061
0500000US33001,33,1,New Hampshire,Belknap County,5700,2305,0.404385965,1140,0.2,1330,945,0.710526316,805,0.605263158,1185,780,0.658227848,275,0.232067511,1265,505,0.399209486,60,0.04743083,1920,75,0.0390625,0,0.0,1330,965,-365,0.72556391,570,-760,42.85714286,2515,2365,-150,94.03578529,1530,-985,60.83499006,3780,5105,1325,135.0529101,3520,-260,93.12169312,,,,,,new hampshire,0.96,1.018
0500000US33003,33,3,New Hampshire,Carroll County,4155,1759,0.423345367,905,0.217809868,1050,850,0.80952381,770,0.733333333,760,525,0.690789474,100,0.131578947,925,345,0.372972973,35,0.037837838,1415,39,0.027561837,0,0.0,1050,945,-105,0.9,305,-745,29.04761905,1810,2060,250,113.8121547,1005,-805,55.52486188,2735,4085,1350,149.3601463,2835,100,103.6563071,,,,,,new hampshire,0.96,1.018
0500000US33005,33,5,New Hampshire,Cheshire County,8985,3790,0.421814135,1855,0.206455203,2115,1625,0.768321513,1355,0.640661939,1730,1235,0.713872832,430,0.248554913,1965,795,0.404580153,55,0.027989822,3170,135,0.042586751,15,0.004731861,2115,1750,-365,0.827423168,930,-1185,43.97163121,3845,3795,-50,98.69960988,2370,-1475,61.63849155,5810,8435,2625,145.1807229,5625,-185,96.81583477,,,,,,new hampshire,0.96,1.018
0500000US33007,33,7,New Hampshire,Coos County,3640,1404,0.385714286,675,0.18543956,1060,785,0.740566038,590,0.556603774,920,505,0.548913043,55,0.059782609,860,80,0.093023256,0,0.0,800,34,0.0425,30,0.0375,1060,1060,0,1.0,510,-550,48.11320755,1980,3195,1215,161.3636364,1955,-25,98.73737374,2840,3740,900,131.6901408,2995,155,105.4577465,,,,,,new hampshire,0.96,1.018
0500000US33009,33,9,New Hampshire,Grafton County,10175,4400,0.432432432,2285,0.224570025,2575,2095,0.813592233,1720,0.667961165,1710,1110,0.649122807,365,0.213450292,2020,835,0.413366337,170,0.084158416,3870,360,0.093023256,30,0.007751938,2575,1725,-850,0.669902913,955,-1620,37.08737864,4285,5085,800,118.6697783,3450,-835,80.5134189,6305,8550,2245,135.6066614,6190,-115,98.17605075,,,,,,new hampshire,0.96,1.018
0500000US33011,33,11,New Hampshire,Hillsborough County,55725,24530,0.440197398,11520,0.206729475,11910,9620,0.807724601,8230,0.691015953,10090,8170,0.809712587,2770,0.274529237,11460,5175,0.451570681,470,0.041012216,22265,1565,0.070289692,50,0.002245677,11910,6155,-5755,0.516792611,3915,-7995,32.87153652,22000,20840,-1160,94.72727273,12405,-9595,56.38636364,33460,48410,14950,144.6802152,31720,-1740,94.79976091,,,,,,new hampshire,0.96,1.018
0500000US33013,33,13,New Hampshire,Merrimack County,15840,6855,0.432765152,3115,0.19665404,4040,3195,0.790841584,2405,0.59529703,2805,2185,0.778966132,635,0.226381462,3625,1185,0.326896552,25,0.006896552,5375,290,0.053953488,50,0.009302326,4040,2505,-1535,0.620049505,1525,-2515,37.74752475,6845,7350,505,107.3776479,4330,-2515,63.25785245,10470,15300,4830,146.1318052,10745,275,102.6265521,,,,,,new hampshire,0.96,1.018
0500000US33015,33,15,New Hampshire,Rockingham County,27540,11375,0.413035585,5280,0.191721133,5465,4620,0.845379689,3750,0.686184812,4620,3350,0.725108225,1195,0.258658009,6070,2525,0.415980231,295,0.048599671,11385,880,0.077294686,40,0.003513395,5465,3635,-1830,0.665141812,1775,-3690,32.47941446,10085,9490,-595,94.10014874,5660,-4425,56.12295488,16155,22955,6800,142.0922315,15275,-880,94.55277004,,,,,,new hampshire,0.96,1.018
0500000US33017,33,17,New Hampshire,Strafford County,17055,6950,0.40750513,3725,0.218411023,4555,3460,0.75960483,2990,0.656421515,3230,2230,0.690402477,585,0.181114551,3265,1000,0.306278714,140,0.04287902,6005,260,0.043297252,10,0.001665279,4555,2880,-1675,0.632272228,1660,-2895,36.44346872,7785,9320,1535,119.7174053,5605,-2180,71.99743096,11050,16275,5225,147.2850679,11405,355,103.2126697,,,,,,new hampshire,0.96,1.018
0500000US33019,33,19,New Hampshire,Sullivan County,4540,2380,0.524229075,1225,0.269823789,1435,1135,0.790940767,1015,0.707317073,825,650,0.787878788,195,0.236363636,1015,560,0.551724138,15,0.014778325,1265,35,0.027667984,0,0.0,1435,689,-746,0.480139373,509,-926,35.47038328,2260,2044,-216,90.44247788,1369,-891,60.57522124,3275,4404,1129,134.4732824,3429,154,104.7022901,,,,,,new hampshire,0.96,1.018
0500000US34001,34,1,New Jersey,Atlantic County,34895,19585,0.561255194,10655,0.305344605,10070,7890,0.783515392,6695,0.664846077,6870,6120,0.890829694,3080,0.448326055,6235,4035,0.647153168,845,0.135525261,11720,1540,0.131399317,35,0.002986348,10070,5765,-4305,0.572492552,4050,-6020,40.21847071,16940,9690,-7250,57.20188902,7380,-9560,43.56552538,23175,25835,2660,111.4778857,19700,-3475,85.00539374,,,,,,new jersey,1.186,1.258
0500000US34003,34,3,New Jersey,Bergen County,122370,55785,0.455871537,30455,0.248876359,26640,22550,0.846471471,20490,0.769144144,17980,15330,0.852614016,7390,0.411012236,19420,11100,0.571575695,1755,0.090370752,58330,6805,0.116663809,820,0.014057946,26640,12040,-14600,0.451951952,6900,-19740,25.9009009,44620,26875,-17745,60.23083819,15975,-28645,35.80233079,64040,80165,16125,125.1795753,50600,-13440,79.0131168,,,,,,new jersey,1.186,1.258
0500000US34005,34,5,New Jersey,Burlington County,42080,19495,0.463284221,10295,0.244653042,7795,6975,0.894804362,6350,0.814624759,6055,5410,0.893476466,3040,0.50206441,9195,5225,0.568243611,835,0.090810223,19035,1885,0.099028106,70,0.003677436,7795,3145,-4650,0.403463759,1645,-6150,21.10327133,13850,9205,-4645,66.46209386,5400,-8450,38.98916968,23045,33165,10120,143.9140811,20745,-2300,90.01952701,,,,,,new jersey,1.186,1.258
0500000US34007,34,7,New Jersey,Camden County,68460,36270,0.529798422,19655,0.287101957,22135,18560,0.838491077,15805,0.714027558,12480,10735,0.860176282,3355,0.268830128,14235,5860,0.411661398,465,0.032665964,19610,1115,0.056858746,30,0.001529832,22135,9635,-12500,0.435283488,7010,-15125,31.66930201,34615,27340,-7275,78.98309981,19415,-15200,56.08840098,48850,62125,13275,127.1750256,47455,-1395,97.14431934,,,,,,new jersey,1.186,1.258
0500000US34009,34,9,New Jersey,Cape May County,9155,4800,0.524303659,2895,0.316220644,2550,2180,0.854901961,2020,0.792156863,1860,1465,0.787634409,795,0.427419355,2055,1005,0.489051095,55,0.02676399,2690,150,0.055762082,25,0.00929368,2550,1975,-575,0.774509804,955,-1595,37.45098039,4410,5250,840,119.047619,3770,-640,85.48752834,6465,10555,4090,163.2637278,8730,2265,135.0348028,,,,,,new jersey,1.186,1.258
0500000US34011,34,11,New Jersey,Cumberland County,17550,10100,0.575498575,6400,0.364672365,5315,4435,0.834430856,4090,0.769520226,3790,2860,0.754617414,1980,0.522427441,3950,2385,0.603797468,315,0.079746835,4490,420,0.093541203,15,0.003340757,5315,3045,-2270,0.572906867,1675,-3640,31.51458137,9105,4945,-4160,54.31081823,3760,-5345,41.29599121,13055,13930,875,106.7024129,10825,-2230,82.91842206,,,,,,new jersey,1.186,1.258
0500000US34013,34,13,New Jersey,Essex County,170610,90150,0.528398101,50005,0.293095364,58220,48420,0.831672965,39955,0.686276194,30290,23625,0.779960383,8535,0.281776164,34135,14140,0.414237586,1400,0.041013622,47965,3965,0.082664443,115,0.002397582,58220,28405,-29815,0.487890759,20730,-37490,35.60632085,88510,71495,-17015,80.77618348,50775,-37735,57.36639928,122645,148755,26110,121.2890864,115560,-7085,94.22316442,,,,,,new jersey,1.186,1.258
0500000US34015,34,15,New Jersey,Gloucester County,21405,10510,0.491006774,5520,0.257883672,5665,4500,0.79435128,3700,0.653133274,4280,3525,0.823598131,1530,0.357476636,4345,1865,0.429228999,290,0.066743383,7110,620,0.087201125,0,0.0,5665,3220,-2445,0.568402471,2120,-3545,37.4227714,9945,7210,-2735,72.49874309,5095,-4850,51.23177476,14290,18135,3845,126.9069279,13270,-1020,92.86214136,,,,,,new jersey,1.186,1.258
0500000US34017,34,17,New Jersey,Hudson County,191515,83260,0.434744015,44375,0.231705088,45770,38830,0.848372296,32450,0.708979681,26985,21195,0.785436354,8620,0.319436724,32355,14480,0.447535157,2405,0.074331633,86410,8755,0.101319292,900,0.010415461,45770,22560,-23210,0.492899279,16030,-29740,35.02294079,72755,53790,-18965,73.93306302,37005,-35750,50.86248368,105110,131695,26585,125.2925507,94925,-10185,90.31015127,,,,,,new jersey,1.186,1.258
0500000US34019,34,19,New Jersey,Hunterdon County,7860,3210,0.408396947,1960,0.249363868,2315,1840,0.794816415,1540,0.665226782,1125,855,0.76,330,0.293333333,855,275,0.321637427,50,0.058479532,3565,240,0.067321178,40,0.011220196,2315,1289,-1026,0.556803456,649,-1666,28.03455724,3440,3469,29,100.8430233,2089,-1351,60.72674419,4295,6019,1724,140.1396973,3799,-496,88.45168801,,,,,,new jersey,1.186,1.258
0500000US34021,34,21,New Jersey,Mercer County,50710,24455,0.482252021,13535,0.26690988,15795,13290,0.841405508,11360,0.719214941,8385,6455,0.769827072,1850,0.220632081,7915,3170,0.40050537,260,0.032849021,18610,1540,0.082751209,65,0.003492746,15795,8040,-7755,0.509021842,5585,-10210,35.35929091,24180,21185,-2995,87.61373036,15075,-9105,62.34491315,32095,41785,9690,130.1916186,30670,-1425,95.56005608,,,,,,new jersey,1.186,1.258
0500000US34023,34,23,New Jersey,Middlesex County,107990,47970,0.444207797,25255,0.233864247,26975,23295,0.863577386,20145,0.746802595,17600,14425,0.819602273,4600,0.261363636,14400,7030,0.488194444,495,0.034375,49025,3220,0.065680775,15,0.000305966,26975,11260,-15715,0.41742354,7145,-19830,26.48748842,44575,32340,-12235,72.55187886,20265,-24310,45.46270331,58975,75605,16630,128.1983891,49085,-9890,83.23018228,,,,,,new jersey,1.186,1.258
0500000US34025,34,25,New Jersey,Monmouth County,61005,30265,0.496106876,16925,0.277436276,16750,13705,0.818208955,11995,0.716119403,10235,8970,0.876404494,4185,0.40889106,8920,5190,0.581838565,590,0.066143498,25100,2400,0.09561753,155,0.006175299,16750,8455,-8295,0.504776119,5315,-11435,31.73134328,26985,16225,-10760,60.12599592,11010,-15975,40.80044469,35905,42650,6745,118.7856844,29450,-6455,82.02200251,,,,,,new jersey,1.186,1.258
0500000US34027,34,27,New Jersey,Morris County,49120,19670,0.400447883,9840,0.200325733,8075,6625,0.820433437,5865,0.726315789,5870,5155,0.878194208,2740,0.466780239,8100,5005,0.617901235,1015,0.125308642,27070,2885,0.106575545,220,0.008127078,8075,4165,-3910,0.515789474,2375,-5700,29.41176471,13945,7665,-6280,54.96593761,4825,-9120,34.60021513,22045,29065,7020,131.8439555,17015,-5030,77.1830347,,,,,,new jersey,1.186,1.258
0500000US34029,34,29,New Jersey,Ocean County,48375,26950,0.557105943,15380,0.317932817,14875,12505,0.840672269,11265,0.757310924,10400,8575,0.824519231,3800,0.365384615,8455,4580,0.541691307,245,0.028976937,14645,1290,0.088084671,70,0.004779788,14875,6375,-8500,0.428571429,3305,-11570,22.21848739,25275,16620,-8655,65.75667656,11225,-14050,44.41147379,33730,40595,6865,120.3528017,29700,-4030,88.05217907,,,,,,new jersey,1.186,1.258
0500000US34031,34,31,New Jersey,Passaic County,84225,43800,0.520035619,26070,0.30952805,28410,25035,0.881203801,21635,0.761527631,16480,12900,0.78276699,4175,0.253337379,13175,4460,0.338519924,230,0.017457306,26160,1405,0.053707951,30,0.001146789,28410,10835,-17575,0.381379796,6855,-21555,24.12882788,44890,35785,-9105,79.71708621,23690,-21200,52.7734462,58065,74340,16275,128.0289331,54190,-3875,93.3264445,,,,,,new jersey,1.186,1.258
0500000US34033,34,33,New Jersey,Salem County,7220,4040,0.559556787,2220,0.307479224,2900,2545,0.877586207,1915,0.660344828,1275,880,0.690196078,215,0.168627451,1615,515,0.318885449,60,0.037151703,1435,100,0.069686411,30,0.020905923,2900,1740,-1160,0.6,1070,-1830,36.89655172,4175,3960,-215,94.8502994,2885,-1290,69.10179641,5790,7160,1370,123.6614853,5855,65,101.1226252,,,,,,new jersey,1.186,1.258
0500000US34035,34,35,New Jersey,Somerset County,30675,13355,0.435370823,7410,0.241564792,6895,6170,0.894851342,5525,0.801305294,4965,4190,0.843907351,1565,0.315206445,3855,1780,0.461738003,235,0.060959792,14960,1215,0.081216578,85,0.005681818,6895,2750,-4145,0.398839739,1490,-5405,21.60986222,11860,8165,-3695,68.84485666,5105,-6755,43.04384486,15715,19380,3665,123.3216672,12360,-3355,78.65097041,,,,,,new jersey,1.186,1.258
0500000US34037,34,37,New Jersey,Sussex County,8755,4200,0.479725871,2075,0.237007424,1965,1710,0.870229008,1525,0.776081425,1605,1370,0.853582555,475,0.295950156,1795,915,0.509749304,75,0.04178273,3390,205,0.060471976,0,0.0,1965,1040,-925,0.529262087,430,-1535,21.88295165,3570,3095,-475,86.69467787,2025,-1545,56.72268908,5365,8230,2865,153.4016775,5745,380,107.082945,,,,,,new jersey,1.186,1.258
0500000US34039,34,39,New Jersey,Union County,82995,40145,0.483703838,19945,0.240315682,19305,16530,0.856254856,14200,0.735560736,17135,13905,0.811496936,4805,0.280420193,17450,7610,0.436103152,785,0.044985673,29110,2100,0.072140158,155,0.005324631,19305,8340,-10965,0.432012432,5170,-14135,26.78062678,36440,24885,-11555,68.29034029,15645,-20795,42.93358946,53890,67765,13875,125.7468918,48620,-5270,90.22082019,,,,,,new jersey,1.186,1.258
0500000US34041,34,41,New Jersey,Warren County,12045,5445,0.452054795,2905,0.241178912,3140,2555,0.813694268,2185,0.695859873,2375,1690,0.711578947,575,0.242105263,2550,1030,0.403921569,125,0.049019608,3980,170,0.042713568,20,0.005025126,3140,1855,-1285,0.590764331,1000,-2140,31.84713376,5515,5140,-375,93.20036265,3135,-2380,56.84496827,8065,10950,2885,135.7718537,7775,-290,96.40421575,,,,,,new jersey,1.186,1.258
0500000US35001,35,1,New Mexico,Bernalillo County,103260,50320,0.487313577,27650,0.267770676,24775,22305,0.900302725,20270,0.818163471,17205,14020,0.814879396,6055,0.351932578,20480,10565,0.515869141,990,0.048339844,40805,3430,0.084058326,335,0.008209778,24775,9860,-14915,0.397981837,5025,-19750,20.28254289,41980,33080,-8900,78.7994283,21400,-20580,50.97665555,62460,89415,26955,143.1556196,61410,-1050,98.31892411,,,,,,new mexico,0.847,0.898
0500000US35003,35,3,New Mexico,Catron County,205,26,0.126829268,8,0.03902439,70,8,0.114285714,8,0.114285714,40,4,0.1,0,0.0,30,10,0.333333333,0,0.0,64,4,0.0625,0,0.0,70,120,50,1.714285714,60,-10,85.71428571,110,124,14,112.7272727,95,-15,86.36363636,140,179,39,127.8571429,132,-8,94.28571429,,,,,,new mexico,0.847,0.898
0500000US35005,35,5,New Mexico,Chaves County,7560,2940,0.388888889,1665,0.220238095,1415,1210,0.855123675,1070,0.756183746,1385,840,0.606498195,490,0.353790614,1640,680,0.414634146,105,0.06402439,3120,210,0.067307692,0,0.0,1415,1210,-205,0.855123675,410,-1005,28.97526502,2800,2790,-10,99.64285714,1510,-1290,53.92857143,4440,6540,2100,147.2972973,4260,-180,95.94594595,,,,,,new mexico,0.847,0.898
0500000US35006,35,6,New Mexico,Cibola County,1960,659,0.33622449,345,0.176020408,490,295,0.602040816,215,0.43877551,265,195,0.735849057,130,0.490566038,390,165,0.423076923,0,0.0,810,4,0.004938272,0,0.0,490,755,265,1.540816327,340,-150,69.3877551,755,1190,435,157.615894,565,-190,74.83443709,1145,1895,750,165.5021834,1170,25,102.1834061,,,,,,new mexico,0.847,0.898
0500000US35007,35,7,New Mexico,Colfax County,1670,588,0.352095808,275,0.164670659,370,260,0.702702703,190,0.513513514,365,200,0.547945205,85,0.232876712,460,120,0.260869565,0,0.0,475,8,0.016842105,0,0.0,370,555,185,1.5,285,-85,77.02702703,735,1175,440,159.8639456,650,-85,88.43537415,1195,1690,495,141.4225941,1250,55,104.6025105,,,,,,new mexico,0.847,0.898
0500000US35009,35,9,New Mexico,Curry County,7940,3085,0.388539043,1725,0.217254408,1380,1330,0.963768116,1270,0.920289855,805,570,0.708074534,285,0.354037267,1305,835,0.639846743,170,0.130268199,4450,350,0.078651685,0,0.0,1380,760,-620,0.550724638,195,-1185,14.13043478,2185,2235,50,102.2883295,1085,-1100,49.65675057,3490,6025,2535,172.6361032,3450,-40,98.85386819,,,,,,new mexico,0.847,0.898
0500000US35011,35,11,New Mexico,De Baca County,210,79,0.376190476,4,0.019047619,25,25,1.0,0,0.0,55,44,0.8,4,0.072727273,95,10,0.105263158,0,0.0,39,0,0.0,0,0.0,25,110,85,4.4,25,0,100.0,80,175,95,218.75,75,-5,93.75,175,205,30,117.1428571,173,-2,98.85714286,,,,,,new mexico,0.847,0.898
0500000US35013,35,13,New Mexico,Doña Ana County,28065,14160,0.504543025,7760,0.27650098,7955,6555,0.824010057,5515,0.69327467,4815,3830,0.795430945,1665,0.345794393,5880,2770,0.471088435,480,0.081632653,9410,1005,0.106801275,100,0.010626993,7955,4625,-3330,0.581395349,2430,-5525,30.5468259,12770,10615,-2155,83.12451057,6830,-5940,53.48472984,18650,24250,5600,130.0268097,18050,-600,96.78284182,,,,,,new mexico,0.847,0.898
0500000US35015,35,15,New Mexico,Eddy County,6550,1750,0.267175573,785,0.119847328,1275,700,0.549019608,510,0.4,995,715,0.718592965,275,0.27638191,935,280,0.299465241,0,0.0,3345,55,0.016442451,0,0.0,1275,1965,690,1.541176471,910,-365,71.37254902,2270,3425,1155,150.8810573,1835,-435,80.83700441,3205,5975,2770,186.4274571,3520,315,109.8283931,,,,,,new mexico,0.847,0.898
0500000US35017,35,17,New Mexico,Grant County,3495,1495,0.427753934,855,0.244635193,875,610,0.697142857,540,0.617142857,735,575,0.782312925,290,0.394557823,825,285,0.345454545,25,0.03030303,1065,25,0.023474178,0,0.0,875,770,-105,0.88,370,-505,42.28571429,1610,1590,-20,98.75776398,1050,-560,65.2173913,2435,3090,655,126.899384,2210,-225,90.75975359,,,,,,new mexico,0.847,0.898
0500000US35019,35,19,New Mexico,Guadalupe County,290,73,0.251724138,24,0.082758621,75,59,0.786666667,24,0.32,70,10,0.142857143,0,0.0,80,4,0.05,0,0.0,60,0,0.0,0,0.0,75,165,90,2.2,45,-30,60.0,145,255,110,175.862069,130,-15,89.65517241,225,275,50,122.2222222,217,-8,96.44444444,,,,,,new mexico,0.847,0.898
0500000US35021,35,21,New Mexico,Harding County,65,8,0.123076923,0,0.0,0,0,,0,,20,0,0.0,0,0.0,20,4,0.2,0,0.0,29,4,0.137931034,0,0.0,0,35,35,,0,0,,20,45,25,225.0,15,-5,75.0,40,60,20,150.0,39,-1,97.5,,,,,,new mexico,0.847,0.898
0500000US35023,35,23,New Mexico,Hidalgo County,435,149,0.342528736,65,0.149425287,155,105,0.677419355,55,0.35483871,60,14,0.233333333,10,0.166666667,80,30,0.375,0,0.0,140,0,0.0,0,0.0,155,220,65,1.419354839,130,-25,83.87096774,215,310,95,144.1860465,239,24,111.1627907,295,455,160,154.2372881,329,34,111.5254237,,,,,,new mexico,0.847,0.898
0500000US35025,35,25,New Mexico,Lea County,7530,2934,0.389641434,1899,0.252191235,1845,1510,0.818428184,1470,0.796747967,1075,660,0.613953488,355,0.330232558,1205,695,0.576763485,70,0.058091286,3405,69,0.020264317,4,0.001174743,1845,1935,90,1.048780488,995,-850,53.9295393,2920,3310,390,113.3561644,2055,-865,70.37671233,4125,6720,2595,162.9090909,4045,-80,98.06060606,,,,,,new mexico,0.847,0.898
0500000US35027,35,27,New Mexico,Lincoln County,1795,660,0.367688022,390,0.217270195,720,355,0.493055556,340,0.472222222,365,135,0.369863014,50,0.136986301,210,170,0.80952381,0,0.0,495,0,0.0,0,0.0,720,740,20,1.027777778,530,-190,73.61111111,1085,1455,370,134.1013825,1170,85,107.8341014,1295,2050,755,158.3011583,1660,365,128.1853282,,,,,,new mexico,0.847,0.898
0500000US35028,35,28,New Mexico,Los Alamos County,2065,505,0.244552058,155,0.075060533,295,255,0.86440678,135,0.457627119,360,250,0.694444444,20,0.055555556,140,0,0.0,0,0.0,1275,0,0.0,0,0.0,295,355,60,1.203389831,145,-150,49.15254237,655,1795,1140,274.0458015,605,-50,92.36641221,795,1920,1125,241.509434,750,-45,94.33962264,,,,,,new mexico,0.847,0.898
